"GIUDIZIO","GENERE","NAZIONE","ANNO","DURATA","VISIBILITÀ"
2,"DRA","USA",90,89,"ADU"
2,"DRA","USA",90,89,"ADU"
3,"COM","ITA",90,89,"TUT"
1,"THR","USA",92,89,"ADU"
2,"DRA","USA",90,89,"ADU"
3,"FAN","USA",89,89,"TUT"
2,"COM","USA",89,89,"GEN"
2,"COM","FRA",68,89,"GEN"
2,"WES","USA",47,89,"TUT"
3,"MUS","USA",93,89,"TUT"
4,"WES","USA",54,89,"GEN"
1,"AVV","USA",89,89,"ADU"
3,"COM","ITA",90,89,"TUT"
2,"COM","USA",89,89,"GEN"
1,"AZI","ITA",79,89,"GEN"
2,"COM","ITA",84,89,"GEN"
4,"WES","USA",54,89,"GEN"
1,"POL","USA",90,89,"ADU"
3,"CMC","USA",64,89,"TUT"
2,"COM","ITA",64,90,"GEN"
1,"DRA","USA",63,90,"GEN"
2,"DRA","USA",95,90,"GEN"
2,"COM","ITA",55,90,"TUT"
2,"DRA","USA",94,90,"GEN"
3,"COM","FRA",86,90,"GEN"
2,"COM","ITA",55,90,"TUT"
2,"AVV","USA",93,90,"TUT"
1,"THR","USA",55,90,"ADU"
1,"COM","ITA",70,90,"ADU"
3,"GAN","USA",55,90,"GEN"
3,"COM","GB",90,90,"TUT"
2,"DRA","USA",94,90,"GEN"
2,"DRA","USA",89,90,"ADU"
1,"POL","USA",95,90,"ADU"
2,"DRA","FRA",67,90,"ADU"
1,"THR","USA",55,90,"ADU"
2,"COM","USA",92,90,"TUT"
2,"CMC","ITA",53,90,"TUT"
3,"GIA","FRA",81,90,"ADU"
1,"THR","USA",95,90,"ADU"
2,"THR","USA",94,90,"ADU"
1,"AVV","USA",94,90,"GEN"
1,"DRA","USA",78,90,"GEN"
2,"MUS","USA",58,90,"GEN"
2,"COM","USA",74,90,"GEN"
1,"THR","USA",92,90,"ADU"
2,"MUS","USA",58,90,"GEN"
2,"COM","ITA",55,90,"TUT"
2,"AVV","USA",90,90,"TUT"
1,"POL","USA",94,90,"ADU"
3,"COM","GB",90,90,"TUT"
3,"FAN","USA",92,90,"GEN"
2,"DRA","USA",94,90,"GEN"
1,"THR","USA",91,90,"ADU"
2,"THR","USA",92,90,"TUT"
2,"AVV","GB",54,90,"TUT"
1,"THR","USA",94,90,"GEN"
3,"DRA","FRA",82,90,"GEN"
2,"DRA","USA",94,90,"TUT"
2,"DRA","USA",51,90,"TUT"
1,"GIA","USA",93,90,"GEN"
2,"DRA","USA",93,90,"GEN"
2,"GIA","USA",93,90,"ADU"
1,"COM","ITA",73,90,"GEN"
2,"AZI","USA",94,90,"GEN"
1,"AZI","USA",88,90,"GEN"
1,"THR","USA",93,90,"ADU"
1,"DRA","USA",94,90,"ADU"
2,"AVV","ITA",89,90,"GEN"
2,"COM","ITA",58,90,"GEN"
2,"DRA","USA",93,90,"GEN"
2,"DRA","USA",94,90,"ADU"
1,"AZI","USA",94,90,"ADU"
2,"GIA","USA",92,90,"GEN"
2,"DRA","USA",93,90,"GEN"
3,"AZI","USA",88,90,"TUT"
2,"COM","GB",89,90,"GEN"
2,"COM","ITA",64,90,"GEN"
1,"FAN","USA",92,90,"ADU"
1,"AZI","USA",89,90,"ADU"
2,"COM","ITA",58,90,"GEN"
2,"COM","GB",80,90,"GEN"
1,"AZI","USA",88,90,"GEN"
2,"COM","ITA",56,90,"ADU"
1,"THR","USA",95,90,"ADU"
2,"DRA","USA",91,90,"ADU"
1,"POL","USA",95,90,"ADU"
2,"COM","USA",90,90,"GEN"
2,"DRA","ITA",95,90,"GEN"
2,"POL","USA",95,90,"ADU"
2,"AVV","ITA",89,90,"GEN"
2,"DOC","ITA",54,90,"GEN"
1,"AZI","USA",89,90,"ADU"
2,"COM","ITA",91,90,"GEN"
1,"CMC","ITA",73,90,"GEN"
1,"FAN","USA",92,90,"ADU"
2,"THR","USA",93,90,"ADU"
1,"DRA","USA",94,90,"ADU"
2,"COM","USA",49,90,"GEN"
2,"COM","FRA",59,90,"GEN"
1,"THR","USA",91,90,"ADU"
2,"DRA","ITA",95,90,"GEN"
2,"COM","FRA",90,90,"GEN"
2,"DRA","USA",94,90,"ADU"
3,"COM","FRA",60,90,"TUT"
1,"THR","USA",92,90,"ADU"
2,"DRA","USA",85,91,"GEN"
2,"SPI","GB",84,91,"GEN"
1,"POL","USA",87,91,"ADU"
1,"THR","USA",92,91,"ADU"
3,"COM","USA",86,91,"GEN"
1,"THR","CAN",90,91,"ADU"
1,"POL","USA",91,91,"GEN"
2,"AVV","GB",65,91,"GEN"
1,"THR","USA",87,91,"ADU"
2,"HOR","USA",80,91,"ADU"
2,"COM","GB",58,92,"TUT"
1,"COM","ITA",84,92,"TUT"
1,"COM","ITA",96,92,"GEN"
3,"COM","USA",39,92,"ADU"
2,"HOR","USA",86,92,"ADU"
3,"DRA","USA",67,92,"ADU"
3,"FAN","USA",86,92,"ADU"
3,"DRA","ITA",93,92,"GEN"
2,"POL","USA",92,92,"GEN"
2,"COM","GB",58,92,"TUT"
2,"COM","ITA",94,92,"TUT"
3,"FAN","USA",90,92,"GEN"
2,"DRA","ITA",42,92,"GEN"
2,"COM","ITA",58,92,"GEN"
3,"POL","USA",89,92,"ADU"
3,"COM","USA",85,92,"GEN"
2,"AZI","USA",87,92,"GEN"
2,"POL","USA",73,92,"ADU"
3,"POL","USA",94,92,"ADU"
2,"COM","ITA",58,92,"GEN"
4,"DRA","ITA",67,92,"ADU"
3,"COM","ITA",53,92,"GEN"
2,"DRA","GB",59,92,"ADU"
1,"COM","ITA",88,92,"GEN"
1,"COM","ITA",92,93,"GEN"
1,"HOR","USA",91,93,"GEN"
1,"BEL","GB",88,93,"GEN"
3,"WES","USA",50,93,"GEN"
1,"ERO","ITA",84,93,"ADU"
2,"COM","USA",93,93,"TUT"
3,"COM","USA",87,93,"ADU"
2,"GIA","USA",63,93,"GEN"
2,"COM","USA",87,93,"GEN"
1,"CMC","ITA",86,93,"TUT"
2,"COM","USA",87,93,"GEN"
3,"THR","USA",86,93,"ADU"
2,"GIA","USA",73,93,"ADU"
2,"AVV","USA",77,93,"GEN"
3,"COM","USA",66,93,"TUT"
4,"GRO","GB",64,93,"GEN"
1,"AVV","USA",92,93,"ADU"
1,"COM","ITA",92,93,"GEN"
2,"THR","USA",93,93,"GEN"
4,"GRO","GB",64,93,"GEN"
2,"COM","GB",69,93,"TUT"
2,"GIA","USA",63,93,"GEN"
2,"COM","USA",93,93,"TUT"
1,"THR","USA",92,93,"ADU"
2,"AVV","USA",58,93,"TUT"
1,"THR","USA",92,93,"ADU"
2,"FAN","GB",67,94,"GEN"
1,"CMC","USA",87,94,"ADU"
2,"COM","USA",91,94,"ADU"
4,"COM","USA",77,94,"ADU"
3,"POL","USA",92,94,"ADU"
3,"POL","USA",92,94,"ADU"
2,"AZI","USA",70,94,"GEN"
2,"AVV","USA",63,94,"GEN"
2,"DRA","USA",90,94,"ADU"
2,"DRA","GB",64,94,"GEN"
2,"AZI","FRA",70,94,"GEN"
3,"DRA","USA",76,94,"GEN"
4,"COM","ITA",52,94,"TUT"
2,"SPI","USA",47,95,"GEN"
3,"DRA","GB",90,95,"ADU"
2,"WES","FRA",71,95,"ADU"
2,"COM","USA",71,95,"GEN"
3,"DRA","ITA",94,95,"ADU"
2,"COM","ITA",70,95,"GEN"
3,"DRA","USA",40,95,"GEN"
2,"THR","USA",86,95,"ADU"
2,"DRA","USA",57,95,"GEN"
1,"FAN","USA",90,95,"TUT"
1,"BEL","ITA",70,95,"GEN"
1,"GIA","ITA",71,95,"GEN"
3,"COM","ITA",54,95,"TUT"
2,"COM","ITA",58,95,"GEN"
2,"GRO","ITA",91,95,"ADU"
2,"DRA","USA",94,95,"GEN"
2,"DRA","ITA",93,95,"GEN"
2,"COM","ITA",46,95,"TUT"
2,"COM","USA",91,95,"GEN"
2,"DRA","USA",88,95,"GEN"
1,"AZI","USA",85,95,"ADU"
2,"FAN","USA",93,95,"ADU"
2,"COM","GB",69,95,"GEN"
1,"AZI","ITA",76,95,"ADU"
2,"CMC","ITA",77,95,"ADU"
2,"AVV","USA",91,95,"GEN"
2,"CMC","USA",84,95,"GEN"
2,"HOR","USA",91,95,"ADU"
3,"DRA","ITA",55,95,"GEN"
2,"DRA","ITA",91,95,"TUT"
3,"HOR","USA",90,95,"ADU"
2,"COM","USA",89,95,"GEN"
2,"DRA","ITA",92,95,"ADU"
2,"STO","GB",47,95,"GEN"
2,"FAN","USA",86,95,"TUT"
1,"FAN","USA",90,95,"GEN"
2,"FAN","USA",90,95,"GEN"
1,"DRA","SPA",89,95,"ADU"
2,"BIO","USA",51,95,"GEN"
2,"DRA","GB",48,95,"GEN"
2,"COM","ITA",70,95,"GEN"
1,"DRA","SPA",89,95,"ADU"
2,"AZI","USA",88,95,"ADU"
1,"GIA","ITA",84,95,"GEN"
2,"DRA","FRA",58,95,"GEN"
2,"FAN","USA",90,95,"GEN"
2,"COM","ITA",73,95,"GEN"
2,"SPI","USA",47,95,"GEN"
1,"DRA","USA",91,95,"GEN"
2,"CMC","ITA",89,95,"TUT"
3,"POL","USA",64,95,"ADU"
3,"DRA","USA",55,95,"ADU"
2,"AVV","USA",85,95,"GEN"
2,"COM","ITA",92,95,"GEN"
1,"AVV","ITA",67,95,"GEN"
3,"COM","ITA",68,95,"ADU"
2,"THR","PAN",76,95,"ADU"
2,"AZI","USA",88,95,"ADU"
2,"AVV","ITA",79,95,"TUT"
2,"COM","ITA",88,95,"GEN"
2,"WES","USA",76,95,"GEN"
3,"DRA","USA",55,95,"ADU"
3,"GIA","USA",54,95,"GEN"
2,"DRA","USA",92,95,"ADU"
1,"AZI","ITA",76,95,"ADU"
2,"FAN","ITA",86,96,"TUT"
2,"WES","USA",66,96,"GEN"
2,"COM","USA",58,96,"TUT"
3,"COM","USA",81,96,"TUT"
2,"FAN","USA",85,96,"GEN"
1,"DRA","USA",87,96,"ADU"
2,"COM","USA",58,96,"GEN"
1,"AZI","USA",85,96,"ADU"
1,"AVV","ITA",86,96,"TUT"
2,"AVV","USA",55,96,"GEN"
1,"THR","USA",92,96,"ADU"
2,"THR","USA",88,96,"ADU"
3,"AVV","USA",50,96,"TUT"
2,"AZI","USA",88,96,"GEN"
2,"COM","USA",58,96,"TUT"
2,"AZI","USA",88,96,"GEN"
3,"AVV","USA",50,96,"TUT"
2,"THR","USA",90,96,"ADU"
2,"COM","USA",86,96,"TUT"
3,"COM","FRA",90,96,"GEN"
2,"COM","USA",90,96,"GEN"
1,"GIA","USA",89,96,"ADU"
2,"COM","USA",83,96,"ADU"
3,"POL","USA",90,96,"ADU"
2,"COM","USA",93,97,"GEN"
2,"COM","ITA",61,97,"GEN"
2,"GIA","USA",82,97,"ADU"
3,"AZI","USA",88,97,"GEN"
2,"GAN","USA",38,97,"GEN"
1,"THR","USA",88,97,"ADU"
2,"COM","USA",90,97,"TUT"
3,"AZI","USA",73,97,"GEN"
3,"STO","USA",33,97,"TUT"
4,"POL","USA",55,97,"GEN"
4,"POL","USA",55,97,"GEN"
2,"GIA","USA",82,97,"GEN"
1,"CMC","ITA",91,97,"ADU"
2,"COM","USA",64,97,"TUT"
2,"COM","ITA",52,97,"TUT"
2,"HOR","USA",91,97,"ADU"
2,"COM","USA",89,97,"GEN"
1,"THR","USA",91,97,"ADU"
2,"COM","USA",87,97,"ADU"
3,"POL","USA",82,97,"GEN"
2,"COM","USA",90,97,"GEN"
2,"COM","ITA",61,97,"GEN"
2,"COM","USA",83,97,"GEN"
2,"COM","USA",64,97,"TUT"
2,"AZI","USA",89,98,"GEN"
2,"DRA","USA",51,98,"TUT"
1,"DRA","USA",93,98,"ADU"
2,"DRA","ITA",63,98,"GEN"
4,"COM","USA",68,98,"TUT"
2,"COM","USA",88,98,"GEN"
2,"CMC","ITA",93,98,"TUT"
2,"DRA","ITA",56,98,"TUT"
3,"COM","FRA",52,98,"ADU"
2,"COM","USA",90,98,"GEN"
2,"DRA","USA",85,98,"GEN"
2,"AVV","USA",92,98,"ADU"
1,"DRA","USA",93,98,"ADU"
2,"COM","ITA",59,98,"TUT"
2,"COM","GB",92,98,"GEN"
2,"COM","ITA",66,98,"GEN"
2,"POL","ITA",80,98,"GEN"
3,"GAN","USA",47,98,"GEN"
2,"COM","USA",87,98,"GEN"
2,"AZI","USA",89,98,"GEN"
2,"THR","ITA",88,98,"ADU"
2,"COM","ITA",56,98,"TUT"
3,"COM","USA",76,99,"GEN"
2,"POL","ITA",72,99,"ADU"
3,"GAN","USA",60,99,"GEN"
1,"DRA","ITA",93,99,"ADU"
2,"COM","USA",64,99,"GEN"
2,"COM","USA",76,99,"GEN"
3,"FAN","USA",86,99,"TUT"
2,"DRA","SPA",89,99,"ADU"
2,"DRA","ITA",90,99,"ADU"
3,"HOR","ITA",83,99,"ADU"
2,"DRA","ITA",90,99,"ADU"
2,"HOR","GB",73,99,"ADU"
2,"DRA","ITA",90,99,"ADU"
2,"CMC","ITA",81,99,"TUT"
3,"WES","USA",58,99,"GEN"
3,"AVV","GB",38,99,"TUT"
2,"COM","USA",91,99,"TUT"
2,"COM","USA",92,99,"GEN"
2,"DRA","ITA",90,99,"ADU"
2,"COM","ITA",85,99,"GEN"
3,"COM","USA",76,99,"GEN"
1,"FAN","USA",89,100,"GEN"
1,"COM","ITA",82,100,"GEN"
2,"COM","USA",85,100,"GEN"
2,"DRA","FRA",58,100,"ADU"
2,"DRA","ITA",93,100,"GEN"
3,"DRA","USA",56,100,"ADU"
2,"THR","USA",94,100,"ADU"
4,"WES","USA",68,100,"GEN"
3,"DRA","USA",90,100,"ADU"
3,"DRA","ITA",93,100,"ADU"
2,"COM","USA",76,100,"GEN"
2,"COM","ITA",75,100,"GEN"
2,"THR","USA",90,100,"ADU"
2,"CMC","ITA",83,100,"TUT"
1,"THR","USA",95,100,"ADU"
2,"COM","ITA",55,100,"GEN"
3,"COM","ITA",77,100,"ADU"
2,"THR","USA",83,100,"GEN"
2,"DRA","USA",91,100,"GEN"
2,"AZI","USA",92,100,"ADU"
3,"COM","ITA",84,100,"TUT"
2,"THR","USA",92,100,"ADU"
2,"FAN","USA",83,100,"ADU"
2,"GIA","GB",71,100,"GEN"
2,"GIA","USA",82,100,"GEN"
2,"GIA","GB",78,100,"GEN"
1,"THR","USA",94,100,"ADU"
2,"DRA","USA",87,100,"ADU"
2,"DRA","USA",90,100,"ADU"
2,"COM","USA",80,100,"TUT"
2,"AZI","USA",95,100,"ADU"
1,"DRA","USA",86,100,"GEN"
2,"AZI","USA",92,100,"ADU"
3,"COM","ITA",74,100,"ADU"
2,"COM","USA",53,100,"TUT"
1,"THR","USA",91,100,"ADU"
1,"GIA","USA",86,100,"GEN"
1,"THR","USA",95,100,"ADU"
2,"MUS","USA",47,100,"GEN"
2,"DRA","SPA",93,100,"ADU"
2,"COM","ITA",90,100,"GEN"
2,"COM","ITA",56,100,"TUT"
2,"COM","USA",60,100,"TUT"
1,"THR","USA",92,100,"ADU"
1,"COM","ITA",92,100,"ADU"
1,"POL","USA",89,100,"ADU"
2,"GIA","USA",84,100,"GEN"
1,"POL","USA",94,100,"ADU"
2,"DRA","USA",88,100,"GEN"
2,"POL","USA",89,100,"TUT"
2,"SPI","USA",67,100,"ADU"
2,"AVV","USA",88,100,"GEN"
2,"MUS","USA",47,100,"ADU"
2,"COM","USA",64,100,"GEN"
4,"WES","USA",68,100,"GEN"
2,"AVV","USA",85,100,"GEN"
2,"POL","USA",83,100,"GEN"
2,"DRA","ITA",95,100,"GEN"
2,"DRA","USA",90,100,"ADU"
3,"COM","USA",88,100,"GEN"
3,"COM","USA",91,100,"GEN"
2,"BEL","USA",67,100,"GEN"
2,"THR","USA",84,100,"GEN"
2,"GIA","ITA",88,100,"GEN"
2,"COM","USA",87,100,"GEN"
2,"COM","ITA",57,100,"GEN"
2,"GIA","GB",71,100,"GEN"
2,"SEN","USA",41,100,"TUT"
2,"COM","SPA",82,100,"ADU"
2,"COM","USA",63,100,"TUT"
2,"AVV","USA",90,100,"ADU"
2,"DRA","ITA",54,100,"GEN"
2,"COM","USA",87,100,"GEN"
2,"GIA","USA",90,100,"GEN"
1,"COM","ITA",82,100,"GEN"
2,"COM","ITA",78,100,"ADU"
2,"AVV","ITA",69,100,"GEN"
3,"COM","ITA",75,100,"TUT"
2,"DRA","USA",63,101,"GEN"
2,"DRA","USA",53,101,"ADU"
2,"COM","ITA",86,101,"ADU"
2,"COM","ITA",62,101,"GEN"
3,"DRA","USA",53,101,"GEN"
2,"COM","USA",84,101,"GEN"
2,"BEL","USA",90,101,"ADU"
1,"FAN","USA",78,101,"TUT"
1,"AZI","USA",88,101,"ADU"
2,"DRA","USA",63,101,"GEN"
3,"WES","USA",53,101,"GEN"
2,"DRA","ITA",93,101,"ADU"
2,"DRA","USA",77,101,"ADU"
2,"COM","USA",42,101,"TUT"
4,"THR","USA",89,101,"ADU"
2,"AVV","USA",78,101,"TUT"
2,"STO","USA",63,101,"TUT"
2,"BEL","USA",90,101,"ADU"
2,"COM","ITA",86,101,"ADU"
3,"COM","ITA",56,101,"GEN"
1,"AVV","ITA",90,101,"GEN"
2,"BEL","GB",90,101,"GEN"
3,"DRA","USA",53,101,"GEN"
4,"DRA","USA",63,101,"ADU"
2,"COM","USA",91,101,"TUT"
2,"COM","USA",42,101,"TUT"
3,"COM","USA",87,102,"GEN"
3,"DRA","USA",63,102,"ADU"
2,"DRA","ITA",53,102,"GEN"
2,"SEN","USA",93,102,"GEN"
3,"GIA","USA",87,102,"ADU"
3,"BEL","USA",88,102,"GEN"
2,"BEL","GB",42,102,"ADU"
3,"POL","FRA",69,102,"GEN"
1,"THR","USA",92,102,"ADU"
3,"POL","USA",73,102,"GEN"
2,"COM","GB",68,102,"GEN"
2,"SEN","USA",93,102,"GEN"
3,"DRA","USA",91,102,"GEN"
2,"COM","USA",87,102,"GEN"
1,"COM","ITA",81,102,"TUT"
2,"DRA","USA",89,102,"GEN"
2,"COM","USA",65,102,"TUT"
1,"COM","ITA",81,102,"TUT"
2,"POL","FRA",87,102,"ADU"
2,"COM","ITA",91,102,"TUT"
3,"THR","USA",41,102,"GEN"
2,"COM","USA",86,102,"GEN"
2,"AVV","USA",79,102,"GEN"
3,"DRA","USA",74,102,"GEN"
2,"AVV","ITA",77,102,"GEN"
2,"THR","USA",85,103,"ADU"
2,"COM","ITA",77,103,"GEN"
3,"FAN","USA",80,103,"ADU"
2,"COM","ITA",80,103,"GEN"
2,"AVV","ITA",75,103,"GEN"
4,"COM","ITA",71,103,"GEN"
2,"COM","ITA",65,103,"ADU"
2,"COM","USA",87,103,"TUT"
2,"COM","FRA",91,103,"GEN"
2,"DRA","USA",89,103,"GEN"
3,"COM","USA",80,103,"TUT"
1,"BIO","ITA",75,103,"GEN"
3,"DRA","ITA",51,103,"GEN"
3,"WES","USA",68,103,"GEN"
2,"DRA","GB",89,103,"ADU"
2,"COM","ITA",92,103,"TUT"
1,"POL","USA",87,104,"ADU"
1,"POL","USA",87,104,"ADU"
3,"COM","ITA",64,104,"ADU"
1,"AVV","USA",84,104,"GEN"
2,"COM","USA",83,104,"GEN"
2,"AVV","USA",84,104,"GEN"
3,"COM","USA",67,104,"GEN"
4,"WES","USA",55,104,"ADU"
2,"AVV","USA",73,104,"GEN"
2,"AVV","USA",49,104,"GEN"
3,"COM","USA",92,104,"GEN"
3,"AVV","USA",80,104,"ADU"
2,"DRA","USA",39,104,"TUT"
3,"BEL","USA",57,104,"GEN"
2,"COM","ITA",60,104,"ADU"
2,"FAN","ITA",80,104,"TUT"
1,"COM","ITA",67,104,"GEN"
1,"AVV","USA",84,104,"GEN"
3,"BEL","USA",51,105,"GEN"
3,"COM","ITA",69,105,"GEN"
2,"POL","USA",73,105,"GEN"
2,"HOR","GB",80,105,"ADU"
2,"COM","USA",91,105,"GEN"
2,"COM","USA",91,105,"GEN"
3,"COM","USA",91,105,"GEN"
3,"POL","USA",91,105,"GEN"
4,"DRA","USA",48,105,"TUT"
2,"STO","ITA",86,105,"GEN"
2,"DRA","FRA",94,105,"ADU"
2,"AZI","USA",93,105,"GEN"
2,"COM","USA",82,105,"GEN"
3,"DRA","USA",73,105,"GEN"
3,"DRA","USA",71,105,"ADU"
1,"COM","ITA",82,105,"GEN"
2,"COM","USA",38,105,"GEN"
3,"AVV","USA",87,105,"GEN"
4,"DRA","USA",87,105,"GEN"
2,"POL","USA",73,105,"GEN"
4,"COM","USA",34,105,"GEN"
3,"COM","USA",71,105,"GEN"
4,"BIO","USA",34,105,"ADU"
1,"COM","ITA",82,105,"GEN"
1,"AVV","USA",77,105,"GEN"
3,"AVV","USA",83,105,"TUT"
2,"COM","USA",56,105,"TUT"
4,"COM","FRA",70,105,"GEN"
2,"STO","ITA",86,105,"GEN"
3,"DRA","USA",91,105,"GEN"
3,"COM","USA",91,105,"TUT"
2,"SEN","USA",76,105,"TUT"
3,"COM","USA",91,105,"GEN"
2,"COM","ITA",75,105,"ADU"
2,"COM","USA",81,105,"ADU"
2,"AVV","USA",75,105,"TUT"
1,"THR","USA",92,105,"ADU"
2,"DRA","USA",91,105,"GEN"
4,"COM","FRA",70,105,"GEN"
2,"HOR","GB",88,105,"GEN"
2,"COM","ITA",76,105,"ADU"
2,"COM","ITA",85,105,"ADU"
3,"POL","USA",87,106,"GEN"
2,"WES","USA",75,106,"GEN"
4,"AVV","GB",40,106,"TUT"
3,"COM","ITA",72,106,"ADU"
3,"AVV","USA",48,106,"GEN"
2,"POL","USA",90,106,"GEN"
3,"DRA","ITA",71,106,"GEN"
2,"HOR","ITA",87,106,"ADU"
3,"STO","USA",55,106,"GEN"
2,"COM","ITA",64,106,"ADU"
1,"THR","USA",95,106,"ADU"
2,"THR","USA",86,106,"GEN"
2,"POL","USA",90,106,"GEN"
2,"FAN","USA",84,106,"TUT"
3,"DRA","ITA",63,106,"ADU"
1,"DRA","ITA",82,106,"GEN"
2,"AVV","GER",91,106,"TUT"
2,"DRA","INT",90,107,"GEN"
2,"GIA","USA",93,107,"ADU"
1,"HOR","USA",78,107,"ADU"
3,"GIA","USA",91,107,"GEN"
3,"AVV","GB",76,107,"GEN"
2,"COM","USA",89,107,"GEN"
2,"DRA","ITA",84,107,"ADU"
3,"CMC","USA",63,107,"TUT"
2,"COM","USA",55,107,"TUT"
3,"DRA","USA",89,107,"GEN"
2,"DRA","USA",81,107,"ADU"
2,"DRA","USA",81,107,"ADU"
2,"COM","USA",87,107,"GEN"
4,"DRA","ITA",61,107,"ADU"
3,"FAN","USA",87,107,"ADU"
3,"COM","USA",89,107,"TUT"
2,"DRA","USA",56,107,"GEN"
2,"POL","ITA",80,108,"GEN"
2,"CMC","USA",81,108,"TUT"
3,"DRA","USA",48,108,"GEN"
2,"COM","ITA",61,108,"ADU"
3,"DRA","USA",78,108,"ADU"
2,"WES","USA",53,108,"GEN"
2,"STO","ITA",88,108,"GEN"
2,"COM","ITA",61,108,"ADU"
3,"COM","USA",67,108,"TUT"
3,"COM","USA",52,108,"GEN"
2,"THR","USA",89,108,"GEN"
4,"COM","ITA",72,108,"ADU"
3,"MUS","USA",54,108,"TUT"
1,"DRA","USA",81,108,"ADU"
2,"AVV","USA",85,108,"GEN"
3,"DRA","USA",78,108,"ADU"
2,"STO","ITA",88,108,"GEN"
3,"HOR","USA",88,108,"GEN"
2,"THR","USA",89,108,"GEN"
3,"HOR","USA",88,108,"GEN"
3,"SEN","USA",37,108,"GEN"
3,"DRA","USA",81,109,"GEN"
3,"GIA","USA",84,109,"ADU"
2,"COM","USA",85,109,"GEN"
2,"STO","USA",60,109,"GEN"
4,"DRA","USA",72,109,"ADU"
2,"DRA","USA",79,109,"GEN"
3,"COM","USA",90,109,"TUT"
2,"STO","USA",60,109,"GEN"
3,"DRA","USA",56,109,"GEN"
3,"WES","USA",61,109,"TUT"
2,"AVV","USA",42,109,"TUT"
2,"WES","USA",93,109,"GEN"
2,"FAN","USA",87,109,"TUT"
2,"DRA","USA",93,109,"TUT"
3,"DRA","USA",49,109,"GEN"
2,"DRA","USA",87,109,"ADU"
3,"COM","ITA",54,109,"GEN"
2,"DRA","USA",90,110,"GEN"
2,"COM","USA",80,110,"TUT"
1,"AVV","USA",84,110,"TUT"
2,"DRA","USA",79,110,"ADU"
4,"DRA","ITA",60,110,"TUT"
2,"BEL","USA",49,110,"GEN"
3,"FAN","USA",92,110,"ADU"
3,"COM","USA",39,110,"TUT"
3,"DRA","USA",49,110,"GEN"
2,"COM","USA",63,110,"ADU"
2,"COM","ITA",65,110,"GEN"
2,"DRA","USA",87,110,"GEN"
2,"CMC","ITA",73,110,"ADU"
2,"COM","USA",90,110,"GEN"
2,"DRA","ITA",77,110,"GEN"
3,"COM","USA",92,110,"GEN"
4,"COM","SVE",55,110,"ADU"
3,"POL","USA",89,110,"ADU"
3,"AVV","USA",55,110,"GEN"
1,"CMC","ITA",80,110,"ADU"
2,"COM","USA",63,110,"ADU"
2,"CMC","ITA",58,110,"TUT"
2,"COM","ITA",86,110,"GEN"
2,"COM","ITA",87,110,"GEN"
3,"DRA","USA",49,110,"GEN"
2,"COM","USA",93,110,"GEN"
1,"COM","ITA",89,110,"GEN"
2,"DRA","USA",90,110,"GEN"
2,"DRA","ITA",54,110,"GEN"
2,"COM","ITA",87,110,"GEN"
2,"COM","ITA",87,110,"GEN"
3,"DRA","USA",84,110,"GEN"
1,"DRA","USA",76,110,"ADU"
4,"DRA","ITA",60,110,"TUT"
2,"COM","ITA",62,110,"GEN"
2,"DRA","USA",87,110,"GEN"
2,"COM","USA",58,110,"TUT"
2,"COM","ITA",86,110,"GEN"
4,"COM","ITA",50,110,"TUT"
2,"COM","USA",87,111,"TUT"
2,"AVV","USA",78,111,"GEN"
3,"COM","GB",93,111,"GEN"
2,"DRA","USA",88,111,"ADU"
2,"DRA","USA",88,111,"ADU"
3,"MUS","USA",55,111,"TUT"
2,"COM","ITA",71,111,"GEN"
3,"DRA","USA",87,112,"GEN"
2,"WES","USA",79,112,"GEN"
2,"AZI","USA",91,112,"GEN"
2,"COM","ITA",84,112,"TUT"
1,"COM","AUT",88,112,"TUT"
2,"DRA","USA",87,112,"ADU"
2,"COM","USA",92,112,"TUT"
1,"COM","AUS",88,112,"TUT"
3,"COM","USA",42,112,"TUT"
1,"COM","ITA",92,112,"GEN"
2,"DRA","ITA",94,112,"GEN"
2,"WES","USA",79,112,"GEN"
4,"DRA","ITA",51,113,"GEN"
4,"DRA","USA",76,113,"ADU"
2,"POL","USA",70,113,"ADU"
3,"DRA","USA",46,113,"ADU"
2,"COM","USA",86,113,"ADU"
3,"DRA","FRA",89,113,"GEN"
2,"COM","ITA",70,113,"ADU"
4,"DRA","USA",78,113,"ADU"
2,"WES","GB",68,113,"GEN"
4,"MUS","USA",44,113,"TUT"
4,"DRA","USA",75,113,"ADU"
2,"COM","ITA",85,113,"TUT"
2,"BEL","ITA",68,113,"GEN"
1,"COM","ITA",85,113,"GEN"
4,"POL","USA",49,114,"ADU"
2,"COM","USA",64,114,"GEN"
4,"POL","USA",49,114,"ADU"
2,"AVV","USA",58,114,"GEN"
1,"COM","ITA",82,114,"TUT"
3,"POL","USA",70,114,"ADU"
4,"THR","USA",44,114,"ADU"
4,"CRI","USA",74,114,"GEN"
1,"AVV","ITA",78,114,"TUT"
1,"COM","ITA",82,114,"TUT"
2,"DRA","USA",90,114,"ADU"
3,"POL","USA",85,114,"GEN"
4,"GIA","USA",46,114,"ADU"
3,"GIA","USA",90,114,"GEN"
3,"WES","USA",70,114,"GEN"
4,"THR","USA",44,114,"ADU"
2,"AVV","USA",84,114,"ADU"
2,"COM","USA",64,114,"GEN"
2,"AVV","GB",63,115,"GEN"
3,"COM","USA",90,115,"GEN"
